id,gender,age,spend,location,month
7866,M,88,293.17,Massachusetts,aug
7867,M,71,51.2,Ohio,jul
7868,M,66,208.88,Florida,apr
7869,M,46,36.67,Ohio,nov
7870,F,24,179.98,Ohio,feb
7871,M,45,21.32,North Carolina,dec
7872,F,22,146.91,Texas,may
7873,F,65,229.2,Texas,nov
7874,F,63,52.18,California,sep
7875,F,76,281.49,Texas,apr
7876,F,23,184.38,New Jersey,oct
7877,F,18,37.73,California,jul
7878,F,51,285.61,Rhode Island,mar
7879,M,37,85.51,New Mexico,apr
7880,F,24,35.7,California,feb
7881,M,90,84.77,Texas,jan
7882,F,70,59.7,Kansas,aug
7883,M,59,212.68,Georgia,feb
7884,F,31,109.08,Texas,nov
7885,M,27,212.65,New York,may
7886,M,20,18.78,New York,apr
7887,F,89,51.16,Minnesota,dec
7888,F,22,197.46,New York,oct
7889,F,72,135.67,North Carolina,nov
7890,F,21,137.9,North Carolina,jun
7891,F,36,105.02,New Hampshire,sep
7892,F,45,5.22,New York,dec
7893,F,36,68.7,New Jersey,dec
7894,M,72,30.96,Texas,may
7895,F,24,243.32,Pennsylvania,nov
7896,F,43,126.37,Michigan,sep
7897,M,37,279.48,Pennsylvania,jan
7898,F,23,9.33,New York,dec
7899,F,18,137.61,Iowa,jul
7900,F,63,256.81,Michigan,dec
7901,F,49,204.1,Washington,jan
7902,F,86,216.73,Missouri,nov
7903,M,44,160.79,Florida,nov
7904,F,31,194.47,Texas,nov
7905,F,23,38.93,Kentucky,nov
7906,F,21,98.88,Utah,aug
7907,F,22,153.36,Maryland,feb
7908,M,21,216.68,Texas,nov
7909,M,82,140.25,Massachusetts,oct
7910,F,19,124.67,Texas,oct
7911,F,69,185.76,California,nov
7912,M,62,228.04,South Carolina,nov
7913,F,21,149.02,Arizona,dec
7914,F,71,38.56,Nebraska,apr
7915,F,57,194.14,Texas,nov
7916,F,74,169.51,Utah,sep
7917,M,23,142.48,South Carolina,dec
7918,F,43,250.14,California,dec
7919,M,54,209.92,Illinois,feb
7920,F,53,93.69,California,nov
7921,F,22,9.72,Minnesota,apr
7922,M,24,165.89,Maryland,dec
7923,F,82,232.1,Maryland,feb
7924,F,83,152.23,Ohio,dec
7925,M,19,161.81,Florida,nov
7926,M,66,240.84,Connecticut,dec
7927,F,24,68.97,Michigan,nov
7928,F,26,158.7,Washington,aug
7929,F,94,74.57,Ohio,feb
7930,F,50,12.0,Illinois,oct
7931,F,29,225.04,Oklahoma,dec
7932,F,95,272.9,South Carolina,aug
7933,F,30,222.51,Washington,apr
7934,M,90,265.18,New York,apr
7935,M,19,32.19,Mississippi,nov
7936,M,86,72.59,Florida,feb
7937,M,28,110.29,Washington,dec
7938,M,87,95.14,New York,oct
7939,F,31,13.07,California,mar
7940,M,54,255.3,California,sep
7941,M,51,142.01,Texas,aug
7942,M,42,98.81,Michigan,may
7943,F,20,118.75,Louisiana,apr
7944,M,23,283.91,Pennsylvania,oct
7945,F,19,63.82,Colorado,jan
7946,F,19,203.58,Virginia,nov
7947,F,22,54.38,Ohio,sep
7948,F,54,234.1,Missouri,may
7949,F,50,72.32,North Carolina,aug
7950,F,21,72.17,Arizona,aug
7951,F,50,230.27,Arkansas,dec
7952,F,59,31.01,California,aug
7953,M,26,177.39,Texas,dec
7954,F,39,118.68,New York,oct
7955,M,46,45.27,New Jersey,jan
7956,F,96,288.24,Virginia,apr
7957,F,92,232.64,Wisconsin,dec
7958,F,56,262.02,Florida,dec
7959,F,86,159.96,Illinois,dec
7960,M,39,20.07,Nebraska,dec
7961,M,53,238.42,California,aug
7962,F,74,251.57,Texas,oct
7963,F,24,241.65,Nevada,nov
7964,M,20,63.22,Massachusetts,aug
7965,M,43,142.25,Florida,dec
7966,M,39,21.35,Georgia,aug
7967,F,20,58.73,South Carolina,apr
7968,M,94,276.42,Illinois,sep
7969,M,21,277.97,Illinois,nov
7970,F,21,109.15,Montana,dec
7971,F,48,54.15,Kansas,nov
7972,F,20,24.49,New York,jun
7973,M,20,29.3,Massachusetts,oct
7974,F,22,226.9,Florida,may
7975,F,41,68.22,Pennsylvania,feb
7976,F,86,144.27,Florida,nov
7977,F,21,294.05,Washington,jun
7978,F,38,220.32,Indiana,dec
7979,F,30,272.21,Indiana,jan
7980,F,33,220.74,Florida,nov
7981,M,23,82.81,Oregon,dec
7982,F,45,22.78,California,dec
7983,M,61,205.62,Illinois,apr
7984,F,37,262.81,Washington,nov
7985,F,22,297.66,Indiana,nov
7986,F,18,268.73,Pennsylvania,sep
7987,F,19,28.22,Ohio,nov
7988,F,20,218.09,Indiana,apr
7989,F,45,41.46,Arizona,jun
7990,M,23,214.72,Massachusetts,may
7991,F,23,68.3,Arizona,nov
7992,F,47,5.38,Louisiana,dec
7993,F,79,126.61,Louisiana,jun
7994,M,77,93.59,Oklahoma,nov
7995,F,65,133.65,Connecticut,nov
7996,M,86,179.26,Kentucky,sep
7997,F,20,267.49,Utah,dec
7998,F,49,129.6,Florida,may
7999,F,29,221.01,Florida,jun
8000,M,83,97.22,Pennsylvania,nov
8001,M,21,176.32,New York,sep
8002,F,96,259.54,Alabama,aug
8003,F,30,156.63,New York,jul
8004,M,93,191.56,Oklahoma,may
8005,F,45,110.56,Georgia,dec
8006,F,29,51.04,Florida,feb
8007,F,57,269.91,New Jersey,apr
8008,F,32,203.63,Georgia,apr
8009,M,40,26.27,Washington,jun
8010,F,41,298.05,Illinois,feb
8011,F,55,184.82,Georgia,feb
8012,F,76,32.55,Washington,nov
8013,M,75,273.83,Texas,sep
8014,F,36,264.07,Texas,jun
8015,F,23,144.25,California,feb
8016,F,34,64.96,Florida,jan
8017,M,21,251.83,Idaho,feb
8018,F,30,28.61,Texas,oct
8019,F,38,285.91,Connecticut,aug
8020,F,21,285.54,California,oct
8021,M,34,137.44,New York,oct
8022,F,21,114.49,California,sep
8023,F,85,213.48,Indiana,nov
8024,M,71,294.51,Virginia,apr
8025,F,99,21.96,Virginia,feb
8026,M,19,256.25,Massachusetts,nov
8027,F,37,219.21,Florida,oct
8028,M,46,13.44,Michigan,oct
8029,M,28,248.85,Virginia,may
8030,F,18,91.35,Hawaii,jun
8031,M,26,197.22,Virginia,aug
8032,F,19,5.15,Florida,oct
8033,F,30,147.04,Illinois,oct
8034,M,24,50.94,Wisconsin,feb
8035,F,19,114.46,California,dec
8036,F,45,231.1,Minnesota,dec
8037,F,22,251.32,Alaska,nov
8038,F,19,244.03,North Dakota,jul
8039,M,30,250.91,Michigan,sep
8040,M,20,249.08,Connecticut,apr
8041,F,36,109.43,New Mexico,dec
8042,F,27,188.7,Maryland,oct
8043,F,96,150.39,Pennsylvania,apr
8044,F,51,129.66,Colorado,dec
8045,M,35,260.03,Missouri,nov
8046,F,21,153.08,Nebraska,dec
8047,F,78,273.59,New York,jun
8048,F,24,119.55,Maryland,dec
8049,M,96,261.39,California,nov
8050,F,38,65.84,New Jersey,oct
8051,F,27,30.68,California,dec
8052,F,78,255.92,Virginia,aug
8053,F,32,64.59,Nebraska,oct
8054,F,42,260.89,Texas,nov
8055,M,23,117.29,Georgia,sep
8056,M,30,152.13,Nevada,sep
8057,M,19,284.46,Michigan,nov
8058,M,21,62.46,Connecticut,apr
8059,F,27,110.47,New York,mar
8060,F,62,54.62,California,nov
8061,F,21,288.32,New Jersey,sep
8062,F,24,208.83,Texas,dec
8063,F,50,234.92,Connecticut,dec
8064,F,53,124.04,North Carolina,nov
8065,F,79,259.05,Michigan,oct
8066,F,44,71.37,Florida,oct
8067,F,86,269.8,California,nov
8068,F,39,138.8,Maryland,apr
8069,F,21,90.42,Ohio,sep
8070,M,19,97.11,Missouri,jun
8071,F,85,156.49,Oregon,sep
8072,M,21,268.88,California,oct
8073,M,80,25.22,Vermont,dec
8074,M,89,275.02,Illinois,apr
8075,F,38,187.72,Florida,apr
8076,F,55,53.68,Michigan,may
8077,F,20,248.01,New Jersey,jan
8078,M,23,23.84,Oregon,jan
8079,F,21,108.16,California,dec
8080,M,63,90.92,Maryland,dec
8081,F,19,215.4,New Mexico,dec
8082,F,20,77.85,New Jersey,nov
8083,F,57,292.78,Illinois,dec
8084,F,74,65.96,Texas,nov
8085,F,92,158.65,Michigan,mar
8086,F,24,74.43,California,nov
8087,F,21,174.32,North Carolina,dec
8088,F,27,112.99,Illinois,nov
8089,F,24,261.45,Texas,oct
8090,F,99,11.78,Iowa,oct
8091,F,90,177.46,California,jan
8092,M,34,286.36,Ohio,oct
8093,M,22,294.97,Pennsylvania,oct
8094,F,21,94.86,Kentucky,mar
8095,F,47,242.81,New York,dec
8096,M,27,213.24,California,sep
8097,M,60,285.57,Ohio,apr
8098,F,21,217.68,Georgia,sep
8099,F,19,168.29,Florida,sep
8100,M,34,295.94,Georgia,jun
8101,F,21,257.93,Louisiana,apr
8102,F,90,178.55,Michigan,apr
8103,F,38,145.21,Louisiana,nov
8104,F,24,127.25,North Carolina,jul
8105,F,20,28.36,Pennsylvania,feb
8106,F,40,280.16,California,nov
8107,F,35,115.77,Arizona,nov
8108,M,87,179.68,Oklahoma,sep
8109,F,21,172.65,Illinois,jul
8110,F,95,40.46,Maryland,dec
8111,F,23,55.11,Illinois,dec
8112,F,64,7.02,Washington,feb
8113,M,29,242.09,Oklahoma,dec
8114,F,48,149.31,Texas,oct
8115,F,95,237.48,Tennessee,apr
8116,F,18,255.63,Texas,nov
8117,F,76,71.16,Pennsylvania,apr
8118,M,93,7.64,California,aug
8119,F,30,69.55,Florida,may
8120,M,84,144.23,New York,apr
8121,F,64,24.33,Colorado,apr
8122,M,20,133.76,New Jersey,aug
8123,F,31,290.79,New York,nov
8124,F,38,60.07,Ohio,apr
8125,F,22,88.03,Texas,jan
8126,M,22,211.86,Arkansas,jul
8127,F,98,200.86,New York,nov
8128,F,21,131.44,Michigan,nov
8129,M,18,132.6,Virginia,jun
8130,F,25,228.74,Missouri,nov
8131,F,23,98.95,California,may
8132,F,22,5.92,New York,oct
8133,F,19,67.79,Pennsylvania,aug
8134,F,22,170.26,Texas,oct
8135,F,20,125.33,California,nov
8136,F,43,156.64,Massachusetts,jan
8137,M,27,155.09,Maryland,sep
8138,M,21,70.55,Kentucky,apr
8139,F,38,102.18,Arizona,aug
8140,M,41,267.52,Minnesota,jul
8141,F,34,238.36,Pennsylvania,jul
8142,F,24,213.07,Florida,oct
8143,M,54,66.17,Florida,nov
8144,F,22,246.93,Ohio,nov
8145,F,20,86.49,Washington,apr
8146,M,20,179.48,Utah,dec
8147,M,47,70.73,Massachusetts,apr
8148,M,24,78.18,Nebraska,oct
8149,F,27,141.97,Florida,feb
8150,F,23,209.63,Tennessee,apr
8151,M,43,93.68,Virginia,feb
8152,M,20,271.93,Virginia,nov
8153,F,25,100.23,Delaware,dec
8154,F,74,154.34,Tennessee,sep
8155,M,78,102.3,Nebraska,apr
8156,F,93,134.76,New York,nov
8157,F,21,58.82,Ohio,nov
8158,F,65,240.38,Texas,feb
8159,F,20,103.68,North Carolina,nov
8160,M,27,88.42,Florida,apr
8161,F,58,40.77,Alabama,nov
8162,F,19,95.18,Florida,nov
8163,M,25,212.83,Missouri,dec
8164,M,22,117.11,California,sep
8165,F,44,237.73,Maryland,apr
8166,M,24,169.6,North Carolina,sep
8167,F,54,112.74,Nevada,jun
8168,F,23,137.71,New Jersey,nov
8169,F,18,15.16,Oregon,dec
8170,M,39,258.81,Iowa,sep
8171,F,21,36.65,Indiana,nov
8172,M,23,288.93,Pennsylvania,oct
8173,F,31,81.12,Pennsylvania,nov
8174,M,21,53.65,Indiana,dec
8175,M,98,292.59,Massachusetts,dec
8176,F,84,144.23,California,oct
8177,F,20,86.88,Montana,aug
8178,M,45,95.19,Oregon,apr
8179,F,22,71.58,New York,apr
8180,F,19,82.63,Illinois,nov
8181,F,22,112.23,California,dec
8182,F,46,93.11,Massachusetts,apr
8183,F,24,130.61,California,jan
8184,F,23,222.77,Tennessee,sep
8185,F,22,28.86,California,oct
8186,F,87,269.36,Illinois,apr
8187,F,24,78.65,Wisconsin,apr
8188,F,40,108.95,Michigan,jan
8189,F,23,25.78,Massachusetts,oct
8190,M,23,280.07,New York,feb
8191,F,30,186.81,Maryland,dec
8192,F,71,238.33,Michigan,nov
8193,M,94,132.87,California,dec
8194,F,50,168.5,South Carolina,dec
8195,F,22,176.15,California,nov
8196,F,47,291.39,New York,nov
8197,F,35,158.62,Maryland,nov
8198,M,82,292.15,Virginia,apr
8199,F,46,144.97,Maryland,apr
8200,F,19,219.77,Maryland,jan
8201,M,42,200.79,Hawaii,feb
8202,M,86,165.82,Wisconsin,mar
8203,F,41,176.85,New York,dec
8204,F,39,176.93,Idaho,nov
8205,F,61,277.81,Utah,may
8206,F,33,79.43,Florida,jun
8207,F,24,125.03,Michigan,nov
8208,F,94,106.17,South Carolina,dec
8209,M,34,164.26,Louisiana,apr
8210,M,54,123.45,California,nov
8211,M,33,229.97,Hawaii,apr
8212,M,91,120.11,California,nov
8213,M,21,37.24,Texas,nov
8214,F,19,87.54,Texas,sep
8215,F,34,192.24,California,jul
8216,F,50,141.76,Louisiana,aug
8217,M,19,239.32,Connecticut,aug
8218,F,97,275.43,Wisconsin,oct
8219,M,20,211.33,North Carolina,dec
8220,F,38,11.93,California,dec
8221,F,32,251.3,Idaho,oct
8222,F,24,188.56,Oregon,dec
8223,F,24,138.24,Texas,apr
8224,M,92,163.3,South Carolina,dec
8225,F,82,189.16,Kentucky,dec
8226,F,24,112.22,Georgia,jul
8227,F,70,116.2,North Carolina,oct
8228,M,21,108.67,Illinois,nov
8229,M,53,135.66,Colorado,dec
8230,F,60,128.6,Utah,sep
8231,F,21,298.79,Pennsylvania,sep
8232,M,30,168.97,California,apr
8233,F,18,282.64,Maine,dec
8234,M,52,259.34,Texas,oct
8235,M,69,208.21,New York,sep
8236,M,51,117.48,Texas,sep
8237,M,99,38.81,Maryland,jan
8238,M,30,234.85,West Virginia,oct
8239,M,96,118.01,Georgia,mar
8240,F,80,232.1,Washington,apr
8241,F,54,203.19,Arizona,dec
8242,M,68,208.49,Virginia,feb
8243,F,19,197.54,Massachusetts,may
8244,F,34,237.11,Illinois,nov
8245,F,28,252.57,Texas,jun
8246,F,20,257.04,Massachusetts,feb
8247,M,18,50.31,Mississippi,mar
8248,M,89,63.08,Illinois,dec
8249,F,87,187.78,Tennessee,apr
8250,F,48,164.65,Montana,dec
8251,F,38,24.49,California,nov
8252,F,25,147.77,Florida,apr
8253,F,33,216.81,Texas,sep
8254,F,80,93.2,Texas,jul
8255,F,35,56.79,Colorado,mar
8256,M,24,87.82,California,apr
8257,F,21,144.75,Utah,apr
8258,F,57,203.98,Wisconsin,nov
8259,F,96,277.84,Vermont,dec
8260,F,22,13.7,Michigan,nov
8261,M,18,56.29,Arkansas,aug
8262,F,28,154.36,Tennessee,jun
8263,F,23,95.63,Texas,nov
8264,F,85,82.73,Illinois,nov
8265,F,58,79.12,Massachusetts,sep
8266,F,96,199.45,Indiana,nov
8267,F,83,295.46,Georgia,nov
8268,F,39,146.67,California,sep
8269,M,19,74.5,Wisconsin,jan
8270,F,21,138.71,Ohio,mar
8271,M,23,87.38,Florida,oct
8272,F,37,104.9,Texas,dec
8273,M,21,173.46,California,aug
8274,F,44,236.03,Arizona,sep
8275,M,50,187.45,Missouri,nov
8276,M,53,22.32,California,sep
8277,M,55,161.43,Texas,feb
8278,F,61,11.46,Minnesota,oct
8279,F,84,84.99,California,dec
8280,F,88,106.8,New York,jun
8281,F,74,57.07,Ohio,dec
8282,F,40,229.93,Nevada,dec
8283,F,19,41.32,Massachusetts,dec
8284,F,52,91.46,Texas,apr
8285,F,41,14.33,Missouri,jan
8286,F,83,56.76,Illinois,dec
8287,F,69,48.74,Massachusetts,dec
8288,F,56,296.29,New Jersey,oct
8289,M,23,232.67,Washington,feb
8290,F,86,214.42,New York,dec
8291,M,23,78.33,Texas,jun
8292,F,23,294.6,Florida,jun
8293,F,61,157.11,California,feb
8294,F,24,283.1,Illinois,nov
8295,F,20,98.01,Illinois,feb
8296,F,93,176.98,California,nov
8297,F,35,162.48,Illinois,nov
8298,F,31,59.98,Kentucky,sep
8299,M,94,78.64,New Jersey,apr
8300,M,18,288.39,Michigan,nov
8301,F,30,114.34,Florida,jun
8302,F,21,188.95,Alabama,feb
8303,F,44,112.67,California,nov
8304,F,18,17.8,Louisiana,jun
8305,F,28,16.84,Connecticut,apr
8306,M,43,150.54,New Jersey,may
8307,F,54,149.62,Mississippi,jan
8308,F,20,23.03,New York,apr
8309,F,72,43.8,Georgia,nov
8310,M,35,44.87,Georgia,nov
8311,F,20,125.07,Arizona,nov
8312,F,21,126.94,South Carolina,may
8313,F,56,84.71,Colorado,jul
8314,F,44,273.37,California,dec
8315,F,99,24.76,Arizona,dec
8316,F,20,174.98,New York,nov
8317,F,63,202.08,New York,mar
8318,F,29,122.08,Mississippi,oct
8319,F,41,9.82,Kentucky,dec
8320,F,23,47.87,Wisconsin,mar
8321,F,19,117.06,Hawaii,nov
8322,M,62,209.24,Wisconsin,mar
8323,F,70,179.17,Virginia,apr
8324,F,21,291.76,Illinois,jul
8325,F,50,197.67,Georgia,nov
8326,M,42,86.69,California,aug
8327,F,44,36.03,Alabama,apr
8328,M,19,112.25,New York,nov
8329,F,59,265.31,New York,nov
8330,F,70,106.58,Michigan,nov
8331,F,18,226.16,Ohio,dec
8332,F,85,94.12,Oregon,feb
8333,F,21,223.18,South Carolina,jul
8334,M,85,100.9,Alabama,sep
8335,F,19,285.47,New Jersey,dec
8336,M,19,142.55,Florida,jul
8337,F,19,126.09,Texas,nov
8338,F,36,63.6,Iowa,aug
8339,F,18,16.64,Indiana,apr
8340,F,53,75.22,Tennessee,dec
8341,F,33,100.82,New York,may
8342,F,21,59.97,Michigan,sep
8343,F,25,141.56,Iowa,may
8344,F,30,206.46,Nevada,jul
8345,F,22,200.41,New Jersey,dec
8346,F,57,272.95,New Mexico,aug
8347,M,98,249.21,North Carolina,dec
8348,F,30,239.09,Kentucky,jan
8349,M,18,94.88,Ohio,nov
8350,F,38,254.17,Virginia,nov
8351,M,93,92.33,Georgia,dec
8352,F,49,105.02,Illinois,sep
8353,F,19,237.6,Oklahoma,oct
8354,F,25,52.16,Virginia,apr
8355,F,31,227.24,Maine,jun
8356,F,35,125.01,Maryland,oct
8357,F,72,43.97,New York,dec
8358,F,20,297.24,New York,dec
8359,F,22,181.34,New Jersey,mar
8360,F,21,299.03,Arizona,feb
8361,F,84,239.73,New York,apr
8362,F,85,255.0,South Carolina,jul
8363,M,71,100.02,Mississippi,apr
8364,F,99,57.29,Arizona,feb
8365,F,18,272.52,Kentucky,oct
8366,F,20,57.8,Texas,nov
8367,F,50,112.16,Florida,jun
8368,M,65,222.47,Texas,nov
8369,F,24,145.23,New Jersey,apr
8370,M,70,53.86,California,apr
8371,M,22,281.72,Georgia,dec
8372,F,19,23.98,New York,nov
8373,M,32,109.49,Colorado,nov
8374,M,18,23.0,Texas,mar
8375,F,46,246.6,Georgia,feb
8376,F,24,139.39,Florida,jan
8377,F,62,43.14,Texas,nov
8378,M,34,116.38,California,jul
8379,F,89,189.64,Texas,sep
8380,F,18,156.47,Ohio,oct
8381,F,71,293.58,Indiana,dec
8382,M,19,68.24,Massachusetts,sep
8383,F,81,151.27,Florida,oct
8384,M,21,21.93,Illinois,dec
8385,M,53,131.16,Utah,dec
8386,M,23,270.84,California,feb
8387,F,19,27.34,Indiana,dec
8388,F,18,117.12,Tennessee,dec
8389,M,18,53.83,California,sep
8390,M,20,236.97,Pennsylvania,oct
8391,F,53,186.22,California,apr
8392,M,52,223.1,Connecticut,dec
8393,F,98,19.65,Texas,jun
8394,F,24,222.61,Delaware,dec
8395,F,23,102.3,California,aug
8396,M,21,205.61,Illinois,dec
8397,F,48,169.25,Connecticut,dec
8398,F,53,98.34,Tennessee,nov
8399,M,50,236.74,New York,feb
8400,F,50,146.12,Pennsylvania,feb
8401,F,41,297.1,Arkansas,oct
8402,F,42,191.56,Georgia,apr
8403,F,53,158.29,Pennsylvania,apr
8404,M,34,270.7,California,dec
8405,F,87,200.88,Arkansas,feb
8406,F,21,235.67,South Carolina,nov
8407,F,22,43.37,Georgia,apr
8408,F,35,155.51,Mississippi,jun
8409,F,24,258.45,Oregon,aug
8410,F,22,192.18,Vermont,nov
8411,M,85,33.58,New Jersey,oct
8412,F,19,266.32,South Carolina,feb
8413,M,19,204.14,Texas,nov
8414,F,79,72.97,Florida,apr
8415,M,24,205.18,Florida,nov
8416,F,48,164.2,New York,oct
8417,F,84,295.02,New York,aug
8418,F,24,78.56,Texas,jul
8419,F,31,162.86,Louisiana,apr
8420,M,29,178.72,California,nov
8421,F,22,251.98,Washington,dec
8422,M,26,267.14,Connecticut,sep
8423,F,23,173.5,Florida,nov
8424,F,21,161.33,Texas,oct
8425,M,44,88.95,New York,oct
8426,F,49,78.48,Florida,feb
8427,F,20,180.73,California,feb
8428,F,21,61.36,Oregon,aug
8429,M,21,279.39,New York,apr
8430,F,24,133.99,Georgia,nov
8431,F,18,173.16,Pennsylvania,sep
8432,F,21,217.64,Massachusetts,oct
8433,F,18,168.46,Virginia,dec
8434,F,22,13.79,California,oct
8435,F,21,219.98,Washington,nov
8436,F,29,27.4,New York,jan
8437,M,87,291.55,Virginia,dec
8438,F,25,209.76,Washington,dec
8439,F,48,217.81,Illinois,dec
8440,F,71,162.59,California,jul
8441,M,20,39.01,California,mar
8442,F,29,85.92,North Carolina,dec
8443,F,28,155.43,Alabama,apr
8444,M,63,123.26,Pennsylvania,apr
8445,F,33,277.98,Texas,nov
8446,M,18,157.85,Pennsylvania,apr
8447,F,24,220.25,South Carolina,sep
8448,F,24,108.91,Georgia,dec
8449,F,20,69.04,Texas,oct
8450,M,25,33.97,California,nov
8451,F,49,204.2,Florida,oct
8452,F,18,99.22,North Carolina,dec
8453,F,73,211.39,Alaska,oct
8454,F,23,200.91,Texas,jun
8455,F,83,263.47,Michigan,aug
8456,F,21,28.36,Nevada,apr
8457,F,60,96.1,Texas,dec
8458,F,44,247.04,Indiana,dec
8459,M,50,219.13,New York,jul
8460,F,51,249.81,California,mar
8461,F,20,182.48,California,dec
8462,M,29,261.35,Illinois,dec
8463,F,21,107.48,Texas,apr
8464,F,60,173.1,Ohio,jan
8465,F,36,213.0,Illinois,oct
8466,M,53,69.52,Louisiana,nov
8467,F,63,254.3,South Carolina,apr
8468,F,20,211.05,Texas,jul
8469,F,69,204.86,Arizona,dec
8470,F,98,52.91,Illinois,dec
8471,F,22,262.61,Texas,jul
8472,F,21,170.25,Georgia,sep
8473,F,18,280.86,Minnesota,aug
8474,F,22,254.0,Georgia,jun
8475,F,24,174.99,California,nov
8476,F,58,166.79,New Jersey,nov
8477,F,18,236.59,Nevada,jun
8478,F,24,249.1,Oregon,sep
8479,M,20,213.41,Ohio,nov
8480,F,22,244.11,New York,nov
8481,F,52,250.14,California,dec
8482,F,24,69.73,Virginia,mar
8483,F,40,197.39,New Jersey,aug
8484,F,19,155.89,California,dec
8485,F,84,268.46,Pennsylvania,nov
8486,F,47,270.46,Maryland,sep
8487,F,84,60.72,North Carolina,jan
8488,M,48,117.62,Pennsylvania,apr
8489,F,81,180.89,New York,feb
8490,M,30,6.64,Texas,may
8491,F,19,60.05,Massachusetts,mar
8492,M,58,216.04,Texas,dec
8493,F,30,112.7,Virginia,oct
8494,M,64,55.9,Pennsylvania,nov
8495,F,32,45.87,Florida,aug
8496,F,48,269.69,South Carolina,nov
8497,F,23,229.89,Maryland,dec
8498,F,18,146.59,Alaska,dec
8499,F,93,264.09,California,dec
8500,M,28,250.83,Oklahoma,nov
8501,M,37,11.84,Georgia,dec
8502,F,45,135.64,Massachusetts,feb
8503,F,34,7.91,California,feb
8504,F,81,77.87,Indiana,nov
8505,F,61,252.74,North Carolina,dec
8506,F,94,83.0,Louisiana,mar
8507,M,54,206.23,North Carolina,jul
8508,F,62,228.98,Georgia,nov
8509,F,31,219.89,California,jun
8510,F,37,218.3,Michigan,aug
8511,F,38,201.06,Rhode Island,nov
8512,F,22,145.11,Ohio,dec
8513,M,18,133.31,Oregon,may
8514,M,23,80.01,Washington,oct
8515,F,22,115.79,Florida,aug
8516,M,39,228.98,Tennessee,sep
8517,F,37,261.81,Florida,feb
8518,M,49,241.31,California,dec
8519,F,95,25.59,Missouri,apr
8520,M,24,294.76,Montana,nov
8521,F,22,259.37,Colorado,sep
8522,M,40,161.61,California,apr
8523,F,24,78.3,New Jersey,apr
8524,F,63,66.43,Arizona,nov
8525,M,82,97.32,New Jersey,aug
8526,M,55,32.37,Massachusetts,dec
8527,F,24,130.89,Florida,dec
8528,M,24,24.85,South Carolina,sep
8529,F,21,125.56,New Jersey,apr
8530,F,53,177.09,Florida,aug
8531,F,50,185.86,California,aug
8532,F,28,168.5,New York,jan
8533,F,28,214.13,Florida,dec
8534,F,38,204.98,Pennsylvania,sep
8535,M,42,194.23,Texas,sep
8536,F,41,185.63,New York,apr
8537,F,44,192.52,Georgia,dec
8538,F,41,39.76,Texas,apr
8539,F,99,268.34,Oregon,oct
8540,M,88,131.84,Wyoming,sep
8541,F,20,55.21,Georgia,aug
8542,F,56,145.85,Ohio,jun
8543,M,43,222.26,Arizona,nov
8544,F,75,262.36,California,feb
8545,F,19,205.03,California,dec
8546,F,92,180.09,Pennsylvania,apr
8547,M,78,198.85,Nevada,nov
8548,F,36,101.19,Florida,may
8549,F,21,188.07,Georgia,apr
8550,F,61,236.34,California,dec
8551,M,31,295.44,Ohio,dec
8552,F,23,182.88,Ohio,feb
8553,F,83,252.27,California,nov
8554,F,24,111.79,New Jersey,feb
8555,F,48,251.82,California,jun
8556,F,23,192.23,Texas,nov
8557,F,37,205.82,California,nov
8558,M,29,70.45,Colorado,mar
8559,F,28,174.21,Colorado,mar
8560,M,48,256.14,Arizona,jan
8561,F,23,56.48,Utah,aug
8562,M,99,172.8,New York,jan
8563,M,95,269.73,Illinois,dec
8564,F,64,283.61,Pennsylvania,nov
8565,F,54,83.19,Idaho,sep
8566,F,24,106.17,Alabama,sep
8567,F,18,162.97,Florida,sep
8568,F,46,84.87,Ohio,oct
8569,F,48,242.94,Colorado,jan
8570,F,34,56.63,Illinois,nov
8571,M,61,133.25,Arkansas,aug
8572,F,53,206.35,California,aug
8573,F,22,295.81,Ohio,sep
8574,M,21,190.01,Michigan,jul
8575,F,55,279.97,North Carolina,nov
8576,F,57,140.92,Oregon,jun
8577,F,20,277.81,California,nov
8578,F,37,242.35,California,jan
8579,F,20,38.79,Colorado,apr
8580,F,24,142.85,California,dec
8581,F,29,112.24,California,dec
8582,F,58,60.94,Virginia,dec
8583,F,19,55.39,Ohio,oct
8584,M,18,150.93,North Carolina,apr
8585,M,30,148.59,Illinois,dec
8586,F,41,121.9,Arkansas,jun
8587,M,26,206.28,Pennsylvania,jun
8588,F,18,191.99,Minnesota,nov
8589,F,80,75.85,Texas,apr
8590,F,18,65.59,Wisconsin,nov
8591,F,65,235.53,Ohio,jun
8592,F,19,60.64,California,may
8593,F,39,136.04,California,feb
8594,M,81,104.84,Rhode Island,sep
8595,F,21,132.58,California,feb
8596,F,73,89.86,Minnesota,apr
8597,F,69,221.55,Pennsylvania,apr
8598,M,32,64.63,Florida,feb
8599,M,23,171.45,Michigan,jul
8600,F,43,203.61,Colorado,mar
8601,F,19,196.17,Kentucky,sep
8602,M,33,115.96,Wisconsin,aug
8603,F,23,236.24,Kansas,nov
8604,F,66,187.07,Texas,sep
8605,M,21,192.29,Illinois,nov
8606,F,82,166.07,California,dec
8607,F,97,203.6,Ohio,aug
8608,F,23,196.14,Pennsylvania,jun
8609,F,18,59.63,New York,apr
8610,F,24,79.77,Texas,nov
8611,M,28,45.91,Florida,dec
8612,F,78,147.77,Texas,apr
